title,MAL_id,type,studio,release-season,release-year,release-date,source-material,episodes,score,members
Detective Conan,235,TV (Continuing),TMS Entertainment,spring,2011.0,1996-01-08 18:00:00,Manga,0.0,8.16,293970.0
Crayon Shin-chan,966,TV (Continuing),Shin-Ei Animation,spring,2011.0,1992-04-13 19:30:00,Manga,0.0,7.73,67999.0
Cardfight!! Vanguard,9539,TV (Continuing),TMS Entertainment,spring,2011.0,2011-01-08 08:00:00,Original,65.0,7.02,48176.0
Bakugan Battle Brawlers: Mechtanium Surge,10330,TV (Continuing),TMS Entertainment,spring,2011.0,2011-02-13 00:00:00,Original,46.0,6.2,39398.0
Suite Precure♪,9893,TV (Continuing),Toei Animation,spring,2011.0,2011-02-06 00:00:00,Original,48.0,7.27,13399.0
Sazae-san,2406,TV (Continuing),Eiken,spring,2011.0,1969-10-05 18:30:00,4-koma manga,0.0,6.13,6708.0
Battle Spirits: Brave,9346,TV (Continuing),Sunrise,spring,2011.0,2010-09-12 07:00:00,Card game,50.0,7.08,3497.0
Mainichi Kaasan,6116,TV (Continuing),          -,spring,2011.0,2009-04-01 00:00:00,Manga,142.0,7.29,2796.0
Shin-Men,9799,TV (Continuing),Shin-Ei Animation,spring,2011.0,2010-11-26 00:00:00,-,13.0,6.14,1449.0
Kuruneko 2nd Season,9013,TV (Continuing),"DAX Production, Studio Deen",spring,2011.0,2010-07-03 11:40:00,Manga,50.0,6.98,1293.0
Chao Zhi Neng Zu Qiu,36993,TV (Continuing),          -,spring,2011.0,2010-06-02 00:00:00,Original,52.0,6.25,1083.0
Oscar's Oasis,33430,TV (Continuing),TUBA,spring,2011.0,2011-02-28 00:00:00,-,78.0,6.4,1020.0
Oyako Club,12393,TV (Continuing),Eiken,spring,2011.0,1994-10-03 00:00:00,Original,1818.0,5.47,898.0
Chi-Sui Maru 2nd Season,11733,TV (Continuing),          -,spring,2011.0,2011-01-15 00:00:00,-,34.0,0.0,298.0
Plastic Neesan,10711,ONA,"Barnum Studio, TYO Animations",spring,2011.0,2011-05-16 00:00:00,Manga,12.0,7.23,179488.0
Ore no Imouto ga Konnani Kawaii Wake ga Nai Specials,10020,ONA,AIC Build,spring,2011.0,2011-02-22 00:00:00,Light novel,4.0,7.37,174709.0
Fullmetal Alchemist: The Sacred Star of Milos Specials,10842,ONA,Bones,spring,2011.0,2011-06-10 00:00:00,Manga,4.0,6.91,21502.0
Mahou Shoujo Sonico★Magica,10519,ONA,          -,spring,2011.0,2011-04-01 00:00:00,-,1.0,5.81,19699.0
Working'!! Announcement Specials,10532,ONA,A-1 Pictures,spring,2011.0,2011-04-01 00:00:00,4-koma manga,2.0,6.78,13641.0
Detective Conan vs. Wooo,10766,ONA,TMS Entertainment,spring,2011.0,2011-04-22 00:00:00,-,2.0,6.08,5109.0
Cyphers,33972,ONA,Studio Ppuri,spring,2011.0,2011-06-08 00:00:00,Game,3.0,5.94,2405.0
Children,39290,ONA,          -,spring,2011.0,2011-06-30 00:00:00,Original,1.0,5.93,2195.0
Dead Girl Trailer,16602,ONA,          -,spring,2011.0,2011-05-22 00:00:00,Original,1.0,3.52,2125.0
Precure kara Minna e no Ouen Movie,10736,ONA,Toei Animation,spring,2011.0,2011-05-20 00:00:00,Original,1.0,6.06,1971.0
Sorette♡Dakara ne!,10859,ONA,Asahi Production,spring,2011.0,2011-06-24 00:00:00,Original,1.0,4.99,1812.0
Kemurikusa,37311,ONA,          -,spring,2011.0,2011-05-01 00:00:00,Original,2.0,5.87,1745.0
Potecco Babies (2011),22593,ONA,Shin-Ei Animation,spring,2011.0,2011-04-22 00:00:00,Original,12.0,5.39,308.0
Uchiko no Mama to Okaasan,37549,ONA,          -,spring,2011.0,2011-05-15 00:00:00,Original,1.0,5.08,297.0
Seibu Tetsudou Ekiin Tako-chan,10850,ONA,Shin-Ei Animation,spring,2011.0,2011-04-15 00:00:00,-,12.0,0.0,245.0
Kanabun no Koushin,38508,ONA,Saigo no Shudan,spring,2011.0,2011-05-04 00:00:00,Original,1.0,5.09,240.0
Kiss x Sis,5042,OVA,feel.,spring,2011.0,2008-12-22 00:00:00,Manga,12.0,6.88,289014.0
Highschool of the Dead: Drifters of the Dead,9515,OVA,Madhouse,spring,2011.0,2011-04-26 00:00:00,Manga,1.0,6.62,272752.0
Black Lagoon: Roberta's Blood Trail,4901,OVA,Madhouse,spring,2011.0,2010-06-27 00:00:00,Manga,5.0,8.03,242240.0
Fairy Tail OVA,9982,OVA,"A-1 Pictures, Satelight",spring,2011.0,2011-04-15 00:00:00,Manga,5.0,7.48,154110.0
Kore wa Zombie Desu ka? OVA,10209,OVA,Studio Deen,spring,2011.0,2011-06-10 00:00:00,Light novel,2.0,7.4,123489.0
Seitokai Yakuindomo OVA,10119,OVA,GoHands,spring,2011.0,2011-04-15 00:00:00,4-koma manga,8.0,7.77,116585.0
Mobile Suit Gundam Unicorn,6336,OVA,Sunrise,spring,2011.0,2010-03-12 00:00:00,Novel,7.0,8.13,85785.0
Koe de Oshigoto! The Animation,8876,OVA,Studio Gokumi,spring,2011.0,2010-11-17 00:00:00,Manga,2.0,6.91,84668.0
Amagami SS OVA,9117,OVA,AIC,spring,2011.0,2011-06-11 00:00:00,Visual novel,6.0,7.23,52734.0
Asobi ni Iku yo!: Asobi ni Oide,9618,OVA,AIC PLUS+,spring,2011.0,2011-06-15 00:00:00,Light novel,1.0,6.76,42456.0
.hack//Quantum,9332,OVA,Kinema Citrus,spring,2011.0,2011-01-28 00:00:00,Original,3.0,7.15,38295.0
Katte ni Kaizou,10191,OVA,Shaft,spring,2011.0,2011-05-23 00:00:00,Manga,6.0,6.89,28007.0
Senjou no Valkyria 3: Tagatame no Juusou,9793,OVA,A-1 Pictures,spring,2011.0,2011-04-13 00:00:00,Game,2.0,7.3,14349.0
Appleseed XIII,9737,OVA,"Production I.G, Welz Animation Studios",spring,2011.0,2011-06-03 00:00:00,Original,13.0,6.33,13224.0
Oretachi ni Tsubasa wa Nai: Hadairo Ritsu Kyuuwari Zou!?,10547,OVA,Nomad,spring,2011.0,2011-06-24 00:00:00,Visual novel,1.0,6.42,12216.0
Detective Conan OVA 11: A Secret Order from London,10703,OVA,TMS Entertainment,spring,2011.0,2011-05-30 00:00:00,Manga,1.0,7.39,11623.0
Detective Conan Magic File 5: Niigata - Tokyo Omiyage Capriccio,10531,OVA,TMS Entertainment,spring,2011.0,2011-04-16 00:00:00,-,1.0,7.33,8959.0
Yurumates wa?,11699,OVA,          -,spring,2011.0,2011-06-24 00:00:00,4-koma manga,1.0,6.26,2521.0
Chuugakusei,31690,OVA,          -,spring,2011.0,2011-05-13 00:00:00,Original,2.0,0.0,204.0
Hoshi wo Ou Kodomo,9760,Movie,CoMix Wave Films,spring,2011.0,2011-05-07 00:00:00,Original,1.0,7.55,183926.0
Sora no Otoshimono: Tokeijikake no Angeloid,9790,Movie,AIC ASTA,spring,2011.0,2011-06-25 00:00:00,Manga,1.0,7.58,122880.0
Towa no Quon 1: Utakata no Kaben,10294,Movie,Bones,spring,2011.0,2011-06-18 00:00:00,Original,1.0,7.33,70052.0
Detective Conan Movie 15: Quarter of Silence,9963,Movie,TMS Entertainment,spring,2011.0,2011-04-16 00:00:00,Manga,1.0,8.02,40835.0
Sengoku Basara Movie: The Last Party,9745,Movie,Production I.G,spring,2011.0,2011-06-04 00:00:00,Game,1.0,7.59,27197.0
Onigamiden,8487,Movie,Studio Pierrot,spring,2011.0,2011-04-29 00:00:00,Original,1.0,6.51,12625.0
Tezuka Osamu no Buddha: Akai Sabaku yo! Utsukushiku,7014,Movie,Toei Animation,spring,2011.0,2011-05-28 00:00:00,Manga,1.0,6.99,8271.0
Tibet Inu Monogatari,10629,Movie,Madhouse,spring,2011.0,2011-06-06 00:00:00,-,1.0,7.28,5618.0
Appleseed XIII Remix Movie 1: Yuigon,10689,Movie,Production I.G,spring,2011.0,2011-06-13 00:00:00,-,1.0,6.34,3968.0
Crayon Shin-chan Movie 19: Arashi wo Yobu Ougon no Spy Daisakusen,10116,Movie,Shin-Ei Animation,spring,2011.0,2011-04-16 00:00:00,Manga,1.0,6.84,3560.0
Houkago no Pleiades: Manner Movie,10710,Movie,Gainax,spring,2011.0,2011-06-04 00:00:00,Original,1.0,5.34,2325.0
Sojunghan Nal-ui Kkum,10723,Movie,Studio Meditation With a Pencil,spring,2011.0,2011-06-16 00:00:00,Original,1.0,6.47,1845.0
Muybridge no Ito,10688,Movie,          -,spring,2011.0,2011-05-16 00:00:00,Original,1.0,6.07,1530.0
Toufu Kozou,10261,Movie,-,spring,2011.0,2011-04-29 00:00:00,Novel,1.0,0.0,494.0
Hayabusa: Back to the Earth - Kikan,10602,Movie,          -,spring,2011.0,2011-05-14 00:00:00,-,1.0,0.0,300.0
Tosca,48969,Movie,          -,spring,2011.0,2011-06-20 00:00:00,Original,1.0,0.0,127.0
Kaichou wa Maid-sama!: Omake dayo!,9366,Special,J.C.Staff,spring,2011.0,2011-05-11 00:00:00,Manga,1.0,7.49,115307.0
Ao no Exorcist: Ura Ex,10647,Special,A-1 Pictures,spring,2011.0,2011-06-22 00:00:00,Manga,10.0,7.08,80983.0
Shiki Specials,10083,Special,Daume,spring,2011.0,2011-05-25 00:00:00,Light novel,2.0,7.78,64203.0
Amagami SS: Tachibana Miya-hen - Imouto,9925,Special,AIC,spring,2011.0,2011-04-29 00:00:00,Visual novel,1.0,7.21,49621.0
Kimi ni Todoke 2nd Season: Minitodo Gekijou,10536,Special,Production I.G,spring,2011.0,2011-04-20 00:00:00,Manga,3.0,7.32,42638.0
Panty & Stocking in Sanitarybox,10739,Special,Gainax,spring,2011.0,2011-04-28 00:00:00,Original,1.0,6.4,34453.0
Hyakka Ryouran: Samurai Girls Specials,9362,Special,Arms,spring,2011.0,2010-11-25 00:00:00,Light novel,6.0,6.62,22356.0
Shinryaku! Ika Musume Specials,9888,Special,Diomedéa,spring,2011.0,2011-05-03 00:00:00,-,2.0,7.29,21676.0
Beelzebub Specials,10479,Special,"Pierrot Plus, Studio Pierrot",spring,2011.0,2011-06-29 00:00:00,Original,16.0,7.35,21144.0
A-Channel: +A-Channel,10737,Special,Studio Gokumi,spring,2011.0,2011-05-25 00:00:00,4-koma manga,11.0,6.96,18311.0
Nichijou: Original Jikai Yokoku,10807,Special,Kyoto Animation,spring,2011.0,2011-06-24 00:00:00,Manga,25.0,7.02,18248.0
Asobi ni Iku yo!: Asobi ni Oide - Owari,29998,Special,AIC PLUS+,spring,2011.0,2011-06-15 00:00:00,Light novel,1.0,6.26,9926.0
Tiger & Bunny Pilot,11099,Special,Sunrise,spring,2011.0,2011-05-27 00:00:00,Original,1.0,6.19,8820.0
"Sengoku Basara Two: Ryuko, Itadaki no Chikai! Atsuki Mirai e Kakeru Tamashii!!",10483,Special,Production I.G,spring,2011.0,2011-04-06 00:00:00,-,1.0,7.24,6983.0
SKET Dance: Tettei Bunseki Special,10775,Special,Tatsunoko Production,spring,2011.0,2011-05-03 00:00:00,-,1.0,6.98,5112.0
Kyoto Animation: Ajisai-hen,13259,Special,Kyoto Animation,spring,2011.0,,Original,1.0,5.6,4745.0
Softenni Specials,10796,Special,Xebec,spring,2011.0,2011-06-22 00:00:00,Manga,6.0,6.1,4133.0
Katte ni Kaizou Specials,12991,Special,Shaft,spring,2011.0,2011-05-25 00:00:00,Manga,3.0,6.34,2797.0
Megumi to Taiyou: Kajuu Gummi Tweet Love Story,25265,Special,Madhouse,spring,2011.0,2011-05-17 00:00:00,Original,1.0,4.99,1414.0
Mayo Chiki!,10110,TV (New),feel.,summer,2011.0,2011-07-08 00:00:00,Light novel,13.0,7.27,437013.0
Usagi Drop,10162,TV (New),Production I.G,summer,2011.0,2011-07-08 00:45:00,Manga,11.0,8.39,435846.0
No.6,10161,TV (New),Bones,summer,2011.0,2011-07-08 01:15:00,Novel,11.0,7.57,382272.0
Baka to Test to Shoukanjuu Ni!,8516,TV (New),SILVER LINK.,summer,2011.0,2011-07-08 00:00:00,Light novel,13.0,7.71,341559.0
Blood-C,10490,TV (New),Production I.G,summer,2011.0,2011-07-08 00:00:00,Manga,12.0,6.53,306738.0
Yuru Yuri,10495,TV (New),Doga Kobo,summer,2011.0,2011-07-05 00:00:00,Manga,12.0,7.58,306531.0
Mawaru Penguindrum,10721,TV (New),Brain's Base,summer,2011.0,2011-07-08 02:10:00,Original,24.0,7.96,269988.0
Natsume Yuujinchou San,10379,TV (New),Brain's Base,summer,2011.0,2011-07-05 01:30:00,Manga,13.0,8.58,222324.0
Kamisama no Memochou,10568,TV (New),J.C.Staff,summer,2011.0,2011-07-02 00:00:00,Light novel,12.0,7.51,220855.0
Uta no☆Prince-sama♪: Maji Love 1000%,10321,TV (New),A-1 Pictures,summer,2011.0,2011-07-03 00:00:00,Visual novel,13.0,7.05,181892.0
Nurarihyon no Mago: Sennen Makyou,10049,TV (New),Studio Deen,summer,2011.0,2011-07-03 17:30:00,Manga,24.0,7.96,147726.0
The iDOLM@STER,10278,TV (New),A-1 Pictures,summer,2011.0,2011-07-08 01:25:00,Game,25.0,7.61,140142.0
Dantalian no Shoka,8915,TV (New),Gainax,summer,2011.0,2011-07-16 00:00:00,Light novel,12.0,7.24,135728.0
Itsuka Tenma no Kuro Usagi,9750,TV (New),Zexcs,summer,2011.0,2011-07-09 01:05:00,Light novel,12.0,6.55,122541.0
R-15,10611,TV (New),AIC,summer,2011.0,2011-07-10 00:00:00,Light novel,12.0,6.46,84563.0
Ro-Kyu-Bu!,10572,TV (New),"Barnum Studio, Project No.9, Studio Blanc",summer,2011.0,2011-07-01 23:30:00,Light novel,12.0,6.8,75603.0
Sacred Seven,10156,TV (New),Sunrise,summer,2011.0,2011-07-03 02:28:00,Original,12.0,6.61,73324.0
Kamisama Dolls,10372,TV (New),Brain's Base,summer,2011.0,2011-07-06 00:00:00,Manga,13.0,7.02,67918.0
Manyuu Hikenchou,10465,TV (New),Hoods Entertainment,summer,2011.0,2011-07-11 01:00:00,Manga,12.0,6.19,66697.0
Ikoku Meiro no Croisée The Animation,9938,TV (New),Satelight,summer,2011.0,2011-07-04 00:30:00,Manga,12.0,7.43,54361.0
Nyanpire The Animation,10197,TV (New),Gonzo,summer,2011.0,2011-07-06 22:54:00,Manga,12.0,6.67,26038.0
Blade,6920,TV (New),Madhouse,summer,2011.0,2011-07-01 00:00:00,Other,12.0,6.22,25178.0
Morita-san wa Mukuchi.,10671,TV (New),Seven,summer,2011.0,2011-07-06 00:00:00,4-koma manga,13.0,6.52,22271.0
Nekogami Yaoyorozu,9934,TV (New),AIC PLUS+,summer,2011.0,2011-07-09 08:30:00,Manga,12.0,6.63,18826.0
Double-J,10838,TV (New),DLE,summer,2011.0,2011-06-29 00:00:00,Manga,11.0,5.48,11264.0
Kaitou Tenshi Twin Angel: Kyun Kyun☆Tokimeki Paradise!!,10217,TV (New),J.C.Staff,summer,2011.0,2011-07-05 00:00:00,Game,12.0,6.06,7806.0
Kakko Kawaii Sengen! 2,10908,TV (New),          -,summer,2011.0,2011-08-26 00:00:00,Manga,10.0,5.76,734.0
Inumarudashi,10847,TV (New),Gathering,summer,2011.0,2011-06-10 00:00:00,Manga,4.0,5.18,674.0
MonHun Nikki Girigiri Airou Mura G,10802,TV (New),DLE,summer,2011.0,2011-07-01 00:00:00,Game,13.0,6.04,594.0
Kayoe! Chuugaku,10797,TV (New),DLE,summer,2011.0,2011-06-06 00:35:00,Original,425.0,0.0,427.0
Puu-Neko Shougekijou,11589,TV (New),          -,summer,2011.0,2011-06-29 00:00:00,-,11.0,0.0,383.0
"Sono Toki, Shimakou ga Ugoita!",11609,TV (New),DLE,summer,2011.0,2011-06-29 00:00:00,-,11.0,0.0,369.0
Hello Jadoo,35920,TV (New),          -,summer,2011.0,2011-07-18 00:00:00,Original,122.0,0.0,323.0
Ganbare!! Nattou-san,10995,TV (New),Kachidoki Studio,summer,2011.0,2011-07-02 00:00:00,-,4.0,0.0,275.0
Steins;Gate,9253,TV (Continuing),White Fox,summer,2011.0,2011-04-06 02:05:00,Visual novel,24.0,9.09,2122353.0
Naruto: Shippuuden,1735,TV (Continuing),Studio Pierrot,summer,2011.0,2007-02-15 19:30:00,Manga,500.0,8.23,1969677.0
One Piece,21,TV (Continuing),Toei Animation,summer,2011.0,1999-10-20 09:30:00,Manga,0.0,8.62,1737493.0
Ao no Exorcist,9919,TV (Continuing),A-1 Pictures,summer,2011.0,2011-04-17 17:00:00,Manga,25.0,7.53,1658391.0
Bleach,269,TV (Continuing),Studio Pierrot,summer,2011.0,2004-10-05 18:00:00,Manga,366.0,7.83,1541041.0
Fairy Tail,6702,TV (Continuing),"A-1 Pictures, Satelight",summer,2011.0,2009-10-12 10:30:00,Manga,175.0,7.6,1521781.0
Nichijou,10165,TV (Continuing),Kyoto Animation,summer,2011.0,2011-04-03 02:20:00,Manga,26.0,8.46,750519.0
Beelzebub,9513,TV (Continuing),Pierrot Plus,summer,2011.0,2011-01-09 00:00:00,Manga,60.0,7.88,523214.0
Gintama',9969,TV (Continuing),Sunrise,summer,2011.0,2011-04-04 18:00:00,Manga,51.0,9.06,437491.0
Hanasaku Iroha,9289,TV (Continuing),P.A. Works,summer,2011.0,2011-04-03 22:00:00,Original,26.0,7.93,299728.0
Detective Conan,235,TV (Continuing),TMS Entertainment,summer,2011.0,1996-01-08 18:00:00,Manga,0.0,8.16,293970.0
SKET Dance,9863,TV (Continuing),Tatsunoko Production,summer,2011.0,2011-04-07 18:00:00,Manga,77.0,8.23,203330.0
Tiger & Bunny,9941,TV (Continuing),Sunrise,summer,2011.0,2011-04-03 00:00:00,Original,25.0,7.89,201895.0
Gyakkyou Burai Kaiji: Hakairoku-hen,10271,TV (Continuing),Madhouse,summer,2011.0,2011-04-06 00:59:00,Manga,26.0,8.25,163695.0
Toriko,10033,TV (Continuing),Toei Animation,summer,2011.0,2011-04-03 09:00:00,Manga,147.0,7.53,112314.0
Crayon Shin-chan,966,TV (Continuing),Shin-Ei Animation,summer,2011.0,1992-04-13 19:30:00,Manga,0.0,7.73,67992.0
Inazuma Eleven Go,10507,TV (Continuing),OLM,summer,2011.0,2011-05-04 00:00:00,Game,47.0,6.95,66582.0
Yu☆Gi☆Oh! Zexal,10015,TV (Continuing),Gallop,summer,2011.0,2011-04-11 00:00:00,Manga,73.0,6.35,64484.0
Cardfight!! Vanguard,9539,TV (Continuing),TMS Entertainment,summer,2011.0,2011-01-08 08:00:00,Original,65.0,7.02,48176.0
Bakugan Battle Brawlers: Mechtanium Surge,10330,TV (Continuing),TMS Entertainment,summer,2011.0,2011-02-13 00:00:00,Original,46.0,6.2,39398.0
Digimon Xros Wars: Aku no Death General to Nanatsu no Oukoku,10444,TV (Continuing),Toei Animation,summer,2011.0,2011-04-03 06:30:00,Original,24.0,7.11,24550.0
Hyouge Mono,9996,TV (Continuing),Bee Train,summer,2011.0,2011-04-07 00:00:00,Manga,39.0,7.99,24351.0
Pretty Rhythm: Aurora Dream,10257,TV (Continuing),Tatsunoko Production,summer,2011.0,2011-04-09 10:00:00,Game,51.0,7.36,19057.0
Suite Precure♪,9893,TV (Continuing),Toei Animation,summer,2011.0,2011-02-06 00:00:00,Original,48.0,7.27,13399.0
Honto ni Atta! Reibai Sensei,10338,TV (Continuing),DLE,summer,2011.0,2011-04-13 00:00:00,Manga,22.0,6.55,7276.0
Sazae-san,2406,TV (Continuing),Eiken,summer,2011.0,1969-10-05 18:30:00,4-koma manga,0.0,6.13,6708.0
Jewelpet Sunshine,10359,TV (Continuing),Studio Comet,summer,2011.0,2011-04-09 00:00:00,Original,52.0,6.61,4359.0
Battle Spirits: Brave,9346,TV (Continuing),Sunrise,summer,2011.0,2010-09-12 07:00:00,Card game,50.0,7.08,3497.0
Mainichi Kaasan,6116,TV (Continuing),          -,summer,2011.0,2009-04-01 00:00:00,Manga,142.0,7.29,2796.0
Usavich IV,10513,TV (Continuing),Kanaban Graphics,summer,2011.0,2011-04-23 00:00:00,Original,13.0,6.63,2648.0
Hime Chen! Otogi Chikku Idol Lilpri (2011),31068,TV (Continuing),Telecom Animation Film,summer,2011.0,2011-04-06 00:00:00,-,51.0,6.67,1858.0
Larva,31534,TV (Continuing),          -,summer,2011.0,2011-03-26 00:00:00,Original,26.0,5.89,1561.0
Shin-Men,9799,TV (Continuing),Shin-Ei Animation,summer,2011.0,2010-11-26 00:00:00,-,13.0,6.14,1449.0
Ba La La Xiao Mo Xian: Caihong Xin Shi,30519,TV (Continuing),Alpha Animation,summer,2011.0,2011-03-26 00:00:00,-,36.0,5.95,1268.0
Happy Kappy,10347,TV (Continuing),          -,summer,2011.0,2011-04-06 00:00:00,-,25.0,5.43,1164.0
Chao Zhi Neng Zu Qiu,36993,TV (Continuing),          -,summer,2011.0,2010-06-02 00:00:00,Original,52.0,6.25,1083.0
Genki!! Ekoda-chan,10540,TV (Continuing),DLE,summer,2011.0,2011-04-13 00:00:00,4-koma manga,22.0,5.75,899.0
Oyako Club,12393,TV (Continuing),Eiken,summer,2011.0,1994-10-03 00:00:00,Original,1818.0,5.47,898.0
Ohayou Ninja-tai Gatchaman,31517,TV (Continuing),          -,summer,2011.0,2011-04-18 00:00:00,-,475.0,5.76,666.0
Shiawase Haitatsu Taneko,10506,TV (Continuing),Kachidoki Studio,summer,2011.0,2011-03-26 00:00:00,Original,0.0,0.0,591.0
Chi-Sui Maru 2nd Season,11733,TV (Continuing),          -,summer,2011.0,2011-01-15 00:00:00,-,34.0,0.0,298.0
Shiodome Cable TV,10633,TV (Continuing),DLE,summer,2011.0,2011-04-13 00:00:00,-,22.0,0.0,274.0
Sockies: Frontier Quest,8143,TV (Continuing),          -,summer,2011.0,2011-04-15 00:00:00,-,39.0,0.0,268.0
Busou Shinki Moon Angel,11103,ONA,"Kinema Citrus, TNK",summer,2011.0,2011-09-07 00:00:00,Other,10.0,6.57,12368.0
Copihan,10801,ONA,Gonzo,summer,2011.0,2011-08-12 00:00:00,Manga,7.0,5.44,7886.0
Kyoukaisenjou no Horizon: Kyokutou Naruhodo Kouza,22113,ONA,Sunrise,summer,2011.0,2011-08-07 00:00:00,-,4.0,6.21,3631.0
Toei Robot Girls,10954,ONA,Toei Animation,summer,2011.0,2011-07-02 00:00:00,Original,1.0,5.28,2083.0
Kung Fu Liaoli Niang,40194,ONA,Wolf Smoke Studio,summer,2011.0,2011-07-04 00:00:00,Original,1.0,6.2,1253.0
Neon The Animation,17697,ONA,          -,summer,2011.0,2011-07-04 00:00:00,Original,6.0,5.28,887.0
Chiruri,39872,ONA,          -,summer,2011.0,2011-09-29 00:00:00,Original,1.0,5.65,691.0
Luo Xiao Hei Zhan Ji: Fan Wai,36588,ONA,          -,summer,2011.0,2011-07-10 00:00:00,Original,5.0,6.55,651.0
Tenkou Kotofumi,32297,ONA,          -,summer,2011.0,2011-09-18 00:00:00,Original,1.0,5.26,451.0
Usawaltz,32637,ONA,          -,summer,2011.0,2011-09-15 00:00:00,Original,1.0,4.89,420.0
Robo to Shoujo (Kari): Oshirase Gekijou (Kari),31302,ONA,          -,summer,2011.0,2011-07-22 00:00:00,-,5.0,0.0,377.0
Towel Story,33941,ONA,Pops Inc.,summer,2011.0,2011-08-24 00:00:00,Original,4.0,5.82,354.0
On the Table,38977,ONA,          -,summer,2011.0,2011-07-09 00:00:00,Original,1.0,5.49,297.0
Uneasiness and Triangle,38976,ONA,          -,summer,2011.0,2011-07-08 00:00:00,Original,1.0,5.46,272.0
"PLUG, THe NeW WORLD",36575,ONA,dwarf,summer,2011.0,2011-07-30 00:00:00,Original,1.0,0.0,230.0
Paperman,35527,ONA,          -,summer,2011.0,2011-08-17 00:00:00,Game,1.0,0.0,197.0
Youkoso Boku desu,41227,ONA,          -,summer,2011.0,2011-09-15 00:00:00,Original,1.0,0.0,160.0
"Umete, Bye-Bye",40383,ONA,          -,summer,2011.0,2011-08-10 00:00:00,Original,1.0,0.0,146.0
Hellsing Ultimate,777,OVA,"Graphinica, Madhouse, Satelight",summer,2011.0,2006-02-10 00:00:00,Manga,10.0,8.37,779384.0
Carnival Phantasm,10012,OVA,Lerche,summer,2011.0,2011-08-14 00:00:00,Manga,12.0,7.88,172583.0
Boku wa Tomodachi ga Sukunai Episode 0,10897,OVA,AIC Build,summer,2011.0,2011-09-22 00:00:00,Light novel,1.0,6.73,114174.0
Kami nomi zo Shiru Sekai: 4-nin to Idol,10805,OVA,Manglobe,summer,2011.0,2011-09-16 00:00:00,Manga,1.0,7.3,97867.0
Higurashi no Naku Koro ni Kira,10491,OVA,Studio Deen,summer,2011.0,2011-07-21 00:00:00,Original,4.0,6.54,79044.0
Sekaiichi Hatsukoi OVA,8063,OVA,Studio Deen,summer,2011.0,2011-03-22 00:00:00,Manga,2.0,7.9,64615.0
Astarotte no Omocha! EX,10582,OVA,Diomedéa,summer,2011.0,2011-09-07 00:00:00,Manga,1.0,6.61,34231.0
Baby Princess 3D Paradise 0 [Love],10196,OVA,Studio Comet,summer,2011.0,2011-07-20 00:00:00,Light novel,1.0,6.43,27279.0
Hakuouki Sekkaroku,10350,OVA,Studio Deen,summer,2011.0,2011-08-05 00:00:00,Visual novel,6.0,7.61,25551.0
Aa! Megami-sama! (2011),9611,OVA,AIC,summer,2011.0,2011-02-23 00:00:00,Manga,3.0,7.33,20305.0
Tennis no Ouji-sama: Another Story II - Ano Toki no Bokura,10573,OVA,Production I.G,summer,2011.0,2011-08-26 00:00:00,Manga,4.0,7.51,9724.0
Goulart Knights: Evoked the Beginning White,13993,OVA,Studio Blanc,summer,2011.0,2011-09-26 00:00:00,Original,1.0,5.92,2898.0
VitaminX Addiction,10595,OVA,Nomad,summer,2011.0,2011-08-26 00:00:00,Game,3.0,5.95,2042.0
Peeping Life: The Perfect Extension,16377,OVA,          -,summer,2011.0,2011-09-23 00:00:00,-,10.0,5.63,520.0
Hotarubi no Mori e,10408,Movie,Brain's Base,summer,2011.0,2011-09-17 00:00:00,Manga,1.0,8.32,690959.0
Naruto: Shippuuden Movie 5 - Blood Prison,10589,Movie,Studio Pierrot,summer,2011.0,2011-07-30 00:00:00,Manga,1.0,7.45,197264.0
Fullmetal Alchemist: The Sacred Star of Milos,9135,Movie,Bones,summer,2011.0,2011-07-02 00:00:00,Manga,1.0,7.29,165937.0
Coquelicot-zaka kara,10029,Movie,Studio Ghibli,summer,2011.0,2011-07-16 00:00:00,Manga,1.0,7.81,155268.0
Naruto: Honoo no Chuunin Shiken! Naruto vs. Konohamaru!!,10686,Movie,Studio Pierrot,summer,2011.0,2011-07-30 00:00:00,Manga,1.0,7.16,66988.0
Mardock Scramble: The Second Combustion,10624,Movie,GoHands,summer,2011.0,2011-09-03 00:00:00,Novel,1.0,7.35,37343.0
Towa no Quon 2: Konton no Ranbu,10713,Movie,Bones,summer,2011.0,2011-07-16 00:00:00,Original,1.0,7.35,35641.0
Hayate no Gotoku! Heaven Is a Place on Earth,9958,Movie,Manglobe,summer,2011.0,2011-08-27 00:00:00,Manga,1.0,7.16,34610.0
Towa no Quon 3: Mugen no Renza,10714,Movie,Bones,summer,2011.0,2011-08-13 00:00:00,Original,1.0,7.45,33857.0
Towa no Quon 4: Guren no Shoushin,10715,Movie,Bones,summer,2011.0,2011-09-10 00:00:00,Original,1.0,7.56,33128.0
