title;MAL_id;type;release-season;release-year;crazy-gump score;friends_mean_score;nb_who_watched_it;friend_who_watched_it
Tamayura: Hitotose - Attakai Kaze no Omoide, Nanode;11793;Special;spring;2012;;6;1;"DrNock;"
Danna ga Nani wo Itteiru ka Wakaranai Ken 2 Sure-me;29067;TV;spring;2015;7;6;5;"Djidji;DrNock;leejongki;Steins02;SaberXTohsaka;"
Shirokuma Cafe;12815;TV;spring;2012;;6;8;"DrNock;DrNock;DrNock;DrNock;Yokanime;Yokanime;Yokanime;Yokanime;"
Majimoji Rurumo;23945;TV;summer;2014;;6;3;"Djidji;DrNock;sazabiron;"
Tantei Opera Milky Holmes Dai 2 Maku;11341;TV;winter;2012;;6;1;"DrNock;"
Gakusen Toshi Asterisk 2nd Season;31737;TV;spring;2016;;6;1;"Djidji;"
"Escha &amp; Logy no Atelier: Tasogare no Sora no Renkinjutsushi";21167;TV;spring;2014;;6;2;"Djidji;Steins02;"
Outbreak Company;19369;TV;fall;2013;4;6;5;"Djidji;DrNock;Zccdcccc;Steins02;SaberXTohsaka;"
"Gyakuten Saiban: Sono ""Shinjitsu"", Igi Ari!";31630;TV;spring;2016;;6;2;"Djidji;Djidji;"
Kuroko no Basket 2nd Season NG-shuu;22673;Special;winter;2014;;6;2;"Djidji;leejongki;"
Mikakunin de Shinkoukei: Kamoniku tte Midori-ppoi Aji ga Suru no ne.;23227;OVA;winter;2014;;6;3;"Djidji;DrNock;Zccdcccc;"
Mobile Suit Gundam: The 08th MS Team - A Battle with the Third Dimension;17717;Special;winter;2013;;6;1;"DrNock;"
Buta;13169;Movie;winter;2012;;6;2;"DrNock;Steins02;"
Tonari no Kaibutsu-kun: Tonari no Gokudou-kun;16866;OVA;summer;2013;;6;2;"Djidji;DrNock;"
Dokidoki! Precure;16419;TV;winter;2013;;6;8;"DrNock;DrNock;DrNock;DrNock;Yokanime;Yokanime;Yokanime;Yokanime;"
Hundred;31338;TV;spring;2016;;6;1;"Djidji;"
Prison School: Mad Wax;32485;OVA;winter;2016;;6;1;"Djidji;"
Prince of Stride: Alternative;31559;TV;winter;2016;;6;2;"Djidji;Yokanime;"
Oshiete! Galko-chan;32013;TV;winter;2016;;6;3;"Djidji;DrNock;leejongki;"
Detective Conan Movie 18: The Sniper from Another Dimension;21419;Movie;spring;2014;;6;2;"Djidji;leejongki;"
Mondaiji-tachi ga Isekai kara Kuru Sou Desu yo?: Onsen Manyuuki;16444;OVA;summer;2013;;6;3;"Djidji;DrNock;SaberXTohsaka;"
Boku wa Tomodachi ga Sukunai: Yaminabe wa Bishoujo ga Zannen na Nioi;10897;OVA;summer;2011;;6;2;"Djidji;Yokanime;"
Hal;16528;Movie;spring;2013;9;6;2;"DrNock;leejongki;"
Glass no Hana to Kowasu Sekai;25907;Movie;winter;2016;;6;3;"Djidji;DrNock;Yokanime;"
A-Channel+smile;11339;OVA;winter;2012;;6;2;"DrNock;Zccdcccc;"
Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei The Animation;16592;TV;summer;2013;5;6;5;"Djidji;DrNock;Yokanime;Zccdcccc;Steins02;"
Ryuugajou Nanana no Maizoukin (TV);21561;TV;spring;2014;;6;3;"Djidji;DrNock;Steins02;"
"Luck &amp; Logic";32083;TV;winter;2016;;6;4;"Djidji;DrNock;Yokanime;sazabiron;"
Kakumeiki Valvrave;16668;TV;spring;2013;;6;3;"DrNock;Yokanime;sazabiron;"
Kamisama Hajimemashita OVA;18661;OVA;summer;2013;;6;2;"Djidji;DrNock;"
Mekakucity Actors;21603;TV;spring;2014;;6;3;"Djidji;Yokanime;Steins02;"
Koutetsujou no Kabaneri;28623;TV;spring;2016;5;6;5;"Djidji;DrNock;Yokanime;Zccdcccc;Steins02;"
Kiznaiver;31798;TV;spring;2016;;6;5;"Djidji;DrNock;Yokanime;Zccdcccc;Steins02;"
Aiura;17082;TV;spring;2013;;6;2;"DrNock;leejongki;"
Phi Brain: Kami no Puzzle - Shukuteki! Rätsel-hen;15651;TV;fall;2013;;6;4;"Djidji;Djidji;Steins02;Steins02;"
Harmony;28211;Movie;fall;2015;;5,8;5;"Djidji;DrNock;leejongki;Yokanime;Steins02;"
Teekyuu 2;18121;TV;summer;2013;;5,8;5;"Djidji;DrNock;leejongki;Yokanime;Steins02;"
Kyoukai no Kanata;18153;TV;fall;2013;7;5,8;5;"Djidji;DrNock;Yokanime;Zccdcccc;Steins02;"
Godzilla 2: Kessen Kidou Zoushoku Toshi;36816;Movie;spring;2018;;5,8;5;"Djidji;DrNock;Yokanime;Zccdcccc;Steins02;"
Recorder to Randoseru Do♪;11491;TV;winter;2012;;5,8;5;"DrNock;leejongki;Zccdcccc;Steins02;sazabiron;"
B-gata H-kei;7817;TV;spring;2010;6;5,8;5;"Djidji;DrNock;leejongki;Zccdcccc;SaberXTohsaka;"
Natsu-iro Kiseki;12119;TV;spring;2012;;5,75;4;"DrNock;Yokanime;Zccdcccc;Steins02;"
Tokyo ESP;21353;TV;summer;2014;6;5,75;4;"Djidji;DrNock;Zccdcccc;Steins02;"
Yuuki Yuuna wa Yuusha de Aru;25519;TV;fall;2014;6;5,75;4;"Djidji;DrNock;Yokanime;Zccdcccc;"
Ore no Kanojo to Osananajimi ga Shuraba Sugiru;14749;TV;winter;2013;7;5,75;4;"Djidji;DrNock;Zccdcccc;Steins02;"
Boruto: Naruto the Movie;28755;Movie;summer;2015;;5,75;4;"Djidji;DrNock;leejongki;Steins02;"
Hamatora The Animation;20689;TV;winter;2014;;5,75;4;"Djidji;DrNock;Steins02;sazabiron;"
Chuunibyou demo Koi ga Shitai! Lite;15687;ONA;summer;2012;;5,75;8;"Djidji;Djidji;DrNock;DrNock;Yokanime;Yokanime;Steins02;Steins02;"
Sasami-san@Ganbaranai;14515;TV;winter;2013;;5,75;4;"Djidji;DrNock;Yokanime;Steins02;"
Naruto: Shippuuden;1735;TV;winter;2010;;5,75;116;"leejongki;leejongki;leejongki;leejongki;leejongki;leejongki;leejongki;leejongki;leejongki;leejongki;leejongki;leejongki;leejongki;leejongki;leejongki;leejongki;leejongki;leejongki;leejongki;leejongki;leejongki;leejongki;leejongki;leejongki;leejongki;leejongki;leejongki;leejongki;leejongki;Yokanime;Yokanime;Yokanime;Yokanime;Yokanime;Yokanime;Yokanime;Yokanime;Yokanime;Yokanime;Yokanime;Yokanime;Yokanime;Yokanime;Yokanime;Yokanime;Yokanime;Yokanime;Yokanime;Yokanime;Yokanime;Yokanime;Yokanime;Yokanime;Yokanime;Yokanime;Yokanime;Yokanime;Yokanime;Steins02;Steins02;Steins02;Steins02;Steins02;Steins02;Steins02;Steins02;Steins02;Steins02;Steins02;Steins02;Steins02;Steins02;Steins02;Steins02;Steins02;Steins02;Steins02;Steins02;Steins02;Steins02;Steins02;Steins02;Steins02;Steins02;Steins02;Steins02;Steins02;sazabiron;sazabiron;sazabiron;sazabiron;sazabiron;sazabiron;sazabiron;sazabiron;sazabiron;sazabiron;sazabiron;sazabiron;sazabiron;sazabiron;sazabiron;sazabiron;sazabiron;sazabiron;sazabiron;sazabiron;sazabiron;sazabiron;sazabiron;sazabiron;sazabiron;sazabiron;sazabiron;sazabiron;sazabiron;"
Punch Line;28617;TV;spring;2015;;5,75;4;"Djidji;DrNock;Yokanime;Zccdcccc;"
Maoyuu Maou Yuusha;14833;TV;winter;2013;7;5,75;4;"Djidji;Yokanime;Zccdcccc;Steins02;"
Nichijou: Nichijou no 0-wa;8857;OVA;winter;2011;;5,75;4;"Djidji;DrNock;leejongki;Zccdcccc;"
Another;11111;TV;winter;2012;;5,714285714;7;"DrNock;leejongki;Yokanime;Zccdcccc;Steins02;SaberXTohsaka;sazabiron;"
"Dragon Ball Z Movie 15: Fukkatsu no ""F""";25389;Movie;spring;2015;;5,666666667;3;"leejongki;Yokanime;Steins02;"
Arve Rezzle: Kikaijikake no Yousei-tachi;13863;Movie;winter;2013;;5,666666667;3;"DrNock;Zccdcccc;Steins02;"
Yondemasu yo, Azazel-san. Z;16241;TV;spring;2013;;5,666666667;3;"DrNock;Zccdcccc;Steins02;"
Baka to Test to Shoukanjuu Specials;7870;Special;spring;2010;;5,666666667;3;"DrNock;leejongki;SaberXTohsaka;"
Blood Lad;11633;TV;summer;2013;8;5,666666667;3;"Djidji;DrNock;Steins02;"
Tegamibachi;6444;TV;winter;2010;;5,666666667;3;"Djidji;DrNock;Steins02;"
Kami nomi zo Shiru Sekai: 4-nin to Idol;10805;OVA;summer;2011;;5,666666667;3;"Djidji;DrNock;Yokanime;"
Detective Conan Movie 16: The Eleventh Striker;12117;Movie;spring;2012;;5,666666667;3;"Djidji;leejongki;Yokanime;"
Naruto: Shippuuden Movie 6 - Road to Ninja;13667;Movie;summer;2012;;5,666666667;3;"DrNock;leejongki;Steins02;"
Senyuu. Specials;17391;Special;spring;2013;;5,666666667;3;"Djidji;DrNock;leejongki;"
Gokukoku no Brynhildr;21431;TV;spring;2014;5;5,666666667;3;"Djidji;Zccdcccc;Steins02;"
Denki-gai no Honya-san;24031;TV;fall;2014;;5,666666667;3;"Djidji;DrNock;Yokanime;"
Denpa Kyoushi (TV);29589;TV;spring;2015;;5,666666667;6;"Djidji;Djidji;Yokanime;Yokanime;Zccdcccc;Zccdcccc;"
Choujigen Game Neptune The Animation: Yakusoku no Eien - True End;20479;OVA;winter;2014;6;5,666666667;3;"DrNock;Yokanime;Zccdcccc;"
Naruto: Shippuuden Movie 4 - The Lost Tower;8246;Movie;summer;2010;;5,666666667;3;"DrNock;leejongki;Steins02;"
Recorder to Randoseru Mi☆;18099;TV;summer;2013;;5,666666667;3;"DrNock;leejongki;Steins02;"
Soul Eater NOT!;21507;TV;spring;2014;;5,666666667;3;"Djidji;Steins02;SaberXTohsaka;"
Charlotte;28999;TV;summer;2015;;5,666666667;6;"Djidji;DrNock;Yokanime;Zccdcccc;Steins02;sazabiron;"
Detective Conan Movie 15: Quarter of Silence;9963;Movie;spring;2011;;5,666666667;3;"Djidji;leejongki;Yokanime;"
Shisha no Teikoku;28625;Movie;fall;2015;6;5,666666667;3;"DrNock;leejongki;Yokanime;"
Ookami-san to Shichinin no Nakama-tachi;7769;TV;summer;2010;;5,666666667;3;"Djidji;DrNock;SaberXTohsaka;"
Citrus;34382;TV;winter;2018;;5,666666667;3;"Djidji;Steins02;SaberXTohsaka;"
Hacka Doll The Animation;30721;TV;fall;2015;;5,666666667;3;"Djidji;DrNock;Yokanime;"
Teekyuu 9;35370;TV;summer;2017;;5,666666667;3;"Djidji;DrNock;leejongki;"
Teekyuu 6;31440;TV;fall;2015;;5,666666667;3;"Djidji;DrNock;leejongki;"
Toaru Kagaku no Railgun: Motto Marutto Railgun;8023;Special;winter;2010;;5,666666667;3;"Djidji;DrNock;Steins02;"
Yama no Susume Second Season Specials;27887;Special;fall;2014;;5,666666667;6;"DrNock;DrNock;leejongki;leejongki;Yokanime;Yokanime;"
D.Gray-man Hallow;32370;TV;summer;2016;;5,666666667;3;"Djidji;Yokanime;Steins02;"
Suki ni Naru Sono Shunkan wo.: Kokuhaku Jikkou Iinkai;33036;Movie;fall;2016;;5,666666667;3;"Djidji;DrNock;leejongki;"
Denpa Onna to Seishun Otoko: Mayonaka no Taiyou;10638;Special;winter;2012;7;5,666666667;3;"DrNock;Yokanime;Zccdcccc;"
Hinako Note;33948;TV;spring;2017;;5,666666667;3;"Djidji;DrNock;Yokanime;"
Saenai Heroine no Sodatekata: Ai to Seishun no Service-kai;29317;Special;winter;2015;;5,666666667;3;"DrNock;Yokanime;Zccdcccc;"
Fumikiri Jikan;37188;TV;spring;2018;;5,666666667;3;"Djidji;DrNock;Yokanime;"
Toradora!: Bentou no Gokui;11553;Special;fall;2011;;5,666666667;3;"DrNock;leejongki;SaberXTohsaka;"
Shoujo-tachi wa Kouya wo Mezasu;31914;TV;winter;2016;;5,666666667;3;"Djidji;Yokanime;Zccdcccc;"
Nobunaga the Fool;21177;TV;winter;2014;;5,666666667;6;"Yokanime;Yokanime;Steins02;Steins02;SaberXTohsaka;SaberXTohsaka;"
Days (TV);32494;TV;summer;2016;;5,666666667;6;"Djidji;Djidji;Yokanime;Yokanime;sazabiron;sazabiron;"
Highschool of the Dead: Drifters of the Dead;9515;OVA;spring;2011;;5,6;5;"DrNock;leejongki;Yokanime;SaberXTohsaka;sazabiron;"
Ranpo Kitan: Game of Laplace;28619;TV;summer;2015;7;5,6;5;"Djidji;DrNock;Yokanime;Zccdcccc;sazabiron;"
Nourin;18095;TV;winter;2014;6;5,6;5;"Djidji;DrNock;Yokanime;Steins02;sazabiron;"
Godzilla 3: Hoshi wo Kuu Mono;37897;Movie;fall;2018;;5,6;5;"Djidji;DrNock;Yokanime;Zccdcccc;Steins02;"
Godzilla 1: Kaijuu Wakusei;33783;Movie;fall;2017;;5,6;5;"Djidji;DrNock;Yokanime;Zccdcccc;Steins02;"
Shimoneta to Iu Gainen ga Sonzai Shinai Taikutsu na Sekai;29786;TV;summer;2015;7;5,571428571;7;"Djidji;DrNock;leejongki;Yokanime;Zccdcccc;SaberXTohsaka;sazabiron;"
Aoki Hagane no Arpeggio: Ars Nova;18893;TV;fall;2013;;5,5;2;"DrNock;Steins02;"
Mahouka Koukou no Yuutousei;45572;TV;summer;2021;;5,5;2;"Djidji;Yokanime;"
Saint☆Oniisan;15775;OVA;fall;2012;;5,5;2;"leejongki;Steins02;"
One Piece: Episode of Luffy - Hand Island no Bouken;16239;Special;fall;2012;;5,5;2;"leejongki;Steins02;"
Kiss x Sis (TV);7593;TV;spring;2010;5;5,5;4;"Djidji;DrNock;SaberXTohsaka;sazabiron;"
Fractale;9314;TV;winter;2011;;5,5;2;"DrNock;Yokanime;"
Bananya: Fushigi na Nakama-tachi;40228;TV;fall;2019;;5,5;2;"Djidji;leejongki;"
Super Danganronpa 2.5: Komaeda Nagito to Sekai no Hakaimono;34152;OVA;winter;2017;;5,5;2;"Djidji;DrNock;"
Kyuuketsuki Sugu Shinu;41833;TV;fall;2021;;5,5;2;"Djidji;DrNock;"
Trinity Seven Movie 1: Eternity Library to Alchemic Girl;33581;Movie;winter;2017;;5,5;2;"Djidji;Yokanime;"
Ansatsu Kyoushitsu: Jump Festa 2013 Special;19759;Special;fall;2013;;5,5;2;"leejongki;Steins02;"
Suisei no Gargantia Specials;19211;Special;summer;2013;;5,5;2;"DrNock;Yokanime;"
Wake Up, Girls! Seishun no Kage;28841;Movie;summer;2015;;5,5;2;"DrNock;Yokanime;"
Kakumeiki Valvrave 2nd Season;18295;TV;fall;2013;;5,5;2;"DrNock;Yokanime;"
Taisei Kensetsu: Sri Lanka Kousokudouro;21441;Special;fall;2013;;5,5;2;"leejongki;Yokanime;"
Seikoku no Dragonar;21033;TV;spring;2014;;5,5;2;"Djidji;SaberXTohsaka;"
Divine Gate;31710;TV;winter;2016;;5,5;2;"Djidji;sazabiron;"
Freezing Vibration;18001;TV;fall;2013;;5,5;2;"Steins02;SaberXTohsaka;"
No.6;10161;TV;summer;2011;;5,5;2;"DrNock;leejongki;"
Senran Kagura;15119;TV;winter;2013;;5,5;2;"DrNock;Yokanime;"
Mini Dragon;48590;ONA;spring;2021;;5,5;2;"Djidji;leejongki;"
Maiko-san Chi no Makanai-san;41556;TV;winter;2021;;5,5;8;"DrNock;DrNock;DrNock;DrNock;leejongki;leejongki;leejongki;leejongki;"
Guraburu!;41574;TV;fall;2020;;5,5;2;"Djidji;Yokanime;"
Furiko;13629;Special;winter;2012;;5,5;2;"Djidji;leejongki;"
Fudanshi Koukou Seikatsu;33222;TV;summer;2016;;5,5;2;"Djidji;leejongki;"
Qualidea Code;32360;TV;summer;2016;;5,5;2;"Djidji;Yokanime;"
Gintama Movie 1: Shinyaku Benizakura-hen;7472;Movie;spring;2010;;5,5;2;"leejongki;Steins02;"
Aku no Hana;16201;TV;spring;2013;;5,5;2;"DrNock;Zccdcccc;"
Kyoto Animation: Hana-hen;13373;Special;spring;2010;;5,5;2;"leejongki;Yokanime;"
All Out!!;31588;TV;fall;2016;;5,5;4;"Djidji;Djidji;Yokanime;Yokanime;"
Kowarekake no Orgel (Movie);10918;Movie;summer;2010;;5,5;2;"leejongki;Steins02;"
Senyuu. 2;18523;TV;summer;2013;;5,5;4;"Djidji;DrNock;leejongki;Steins02;"
Black★Rock Shooter (TV);11285;TV;winter;2012;7;5,5;6;"DrNock;leejongki;Yokanime;Zccdcccc;Steins02;SaberXTohsaka;"
Taisei Kensetsu: Bosporus Kaikyou Tunnel;13675;Special;fall;2011;;5,5;2;"leejongki;Yokanime;"
Cheating Craft;33771;TV;fall;2016;;5,5;2;"Djidji;SaberXTohsaka;"
Kyoto Animation: Sora-hen;13375;Special;summer;2010;;5,5;2;"leejongki;Yokanime;"
Coppelion;9479;TV;fall;2013;;5,5;4;"Djidji;DrNock;Yokanime;Steins02;"
Phi Brain: Kami no Puzzle;9981;TV;fall;2011;;5,5;8;"Djidji;Djidji;Yokanime;Yokanime;Steins02;Steins02;sazabiron;sazabiron;"
Kyoto Animation: Hoshi-hen;13309;Special;summer;2011;;5,5;2;"leejongki;Yokanime;"
Lostorage Incited WIXOSS;33197;TV;fall;2016;4;5,5;2;"Djidji;Yokanime;"
Wake Up, Girls!;19023;TV;winter;2014;;5,5;4;"DrNock;Yokanime;Zccdcccc;Steins02;"
Mahou Shoujo Nante Mou Ii Desukara. Second Season;33795;TV;fall;2016;;5,5;2;"Djidji;DrNock;"
Utopa;30920;Movie;winter;2016;;5,5;2;"Djidji;DrNock;"
Durarara!!x2 Shou: Watashi no Kokoro wa Nabe Moyou;30191;Special;summer;2015;;5,5;2;"DrNock;leejongki;"
Boku no Hero Academia: Sukue! Kyuujo Kunren!;33929;OVA;spring;2017;;5,5;2;"Djidji;leejongki;"
Sword Art Online II: Debriefing;27891;Special;fall;2014;;5,5;2;"leejongki;SaberXTohsaka;"
Pokemon Movie 21: Minna no Monogatari;36927;Movie;summer;2018;;5,5;2;"DrNock;leejongki;"
Upotte!!;12317;ONA;spring;2012;5;5,5;2;"DrNock;SaberXTohsaka;"
Ame-iro Cocoa: Side G;37747;TV;winter;2019;;5,5;2;"leejongki;Yokanime;"
Boku wa Tomodachi ga Sukunai: Relay Shousetsu wa Ketsumatsu ga Hanpanai;14027;OVA;summer;2012;;5,5;2;"DrNock;Zccdcccc;"
Hiyokoi;8768;Special;summer;2010;;5,5;2;"DrNock;Steins02;"
Shounen Maid;32175;TV;spring;2016;;5,5;2;"Djidji;DrNock;"
Yuusha ni Narenakatta Ore wa Shibushibu Shuushoku wo Ketsui Shimashita. OVA;20545;OVA;winter;2014;;5,5;2;"Yokanime;Zccdcccc;"
Towa no Quon 1: Utakata no Kaben;10294;Movie;spring;2011;;5,5;2;"DrNock;Steins02;"
Shikioriori;37396;Movie;summer;2018;;5,5;2;"DrNock;leejongki;"
Fukumenkei Noise;33203;TV;spring;2017;;5,5;2;"Djidji;Yokanime;"
Mobile Suit Gundam 00 The Movie: A Wakening of the Trailblazer;6288;Movie;summer;2010;;5,5;2;"DrNock;Yokanime;"
Irodorimidori;50267;TV;winter;2022;;5,5;2;"leejongki;Yokanime;"
Haiyore! Nyaruko-san W;15699;TV;spring;2013;7;5,5;4;"Djidji;DrNock;Steins02;SaberXTohsaka;"
Gintama: Futon ni Haitte kara Buki Nokoshi ni Kizuite Neru ni Nerenai Toki mo Aru;25313;Special;spring;2015;;5,5;2;"Djidji;leejongki;"
Motto To LOVE-Ru;9181;TV;fall;2010;;5,5;4;"DrNock;Zccdcccc;Steins02;SaberXTohsaka;"
Senyuu.;15751;TV;winter;2013;;5,5;4;"Djidji;DrNock;leejongki;Steins02;"
Recorder to Randoseru Re♪;13377;TV;spring;2012;;5,5;4;"DrNock;leejongki;Zccdcccc;Steins02;"
Takunomi.;36108;TV;winter;2018;;5,5;2;"Djidji;Yokanime;"
"""Eiyuu"" Kaitai";33363;OVA;fall;2016;;5,5;2;"DrNock;Yokanime;"
Paulette no Isu;23285;ONA;winter;2014;;5,5;2;"DrNock;leejongki;"
Nakitai Watashi wa Neko wo Kaburu;41168;Movie;spring;2020;;5,5;2;"leejongki;Yokanime;"
Dakara Boku wa, H ga Dekinai.;12549;TV;summer;2012;6;5,5;4;"Yokanime;Zccdcccc;Steins02;SaberXTohsaka;"
Kiniro Mosaic: Pretty Days;33034;Movie;fall;2016;;5,5;2;"DrNock;Yokanime;"
KanColle Movie;31418;Movie;fall;2016;;5,5;2;"DrNock;Steins02;"
Captain Tsubasa (2018);36934;TV;spring;2018;;5,5;8;"Djidji;Djidji;Djidji;Djidji;Steins02;Steins02;Steins02;Steins02;"
Gakkatsu!;13139;TV;spring;2012;;5,5;4;"DrNock;DrNock;leejongki;leejongki;"
Captain Earth;21677;TV;spring;2014;;5,5;4;"DrNock;DrNock;Yokanime;Yokanime;"
Kurage no Shokudou;29301;OVA;winter;2016;;5,5;2;"DrNock;leejongki;"
Zetsumetsu Kigu Shoujo: Amazing Twins;19953;OVA;winter;2014;;5,5;2;"DrNock;Steins02;"
"Robotics;Notes";13599;TV;fall;2012;;5,5;4;"DrNock;DrNock;Yokanime;Yokanime;"
Natsume Yuujinchou: Nyanko-sensei to Hajimete no Otsukai;18849;Special;fall;2013;;5,5;2;"DrNock;leejongki;"
Hachigatsu no Cinderella Nine (TV);38091;TV;spring;2019;;5,5;2;"DrNock;Yokanime;"
Mirai no Watashi;32959;ONA;winter;2016;;5,5;2;"leejongki;Yokanime;"
K;14467;TV;fall;2012;;5,5;6;"Djidji;DrNock;Yokanime;Zccdcccc;Steins02;sazabiron;"
Zero kara Hajimeru Mahou no Sho;34176;TV;spring;2017;;5,5;2;"Djidji;Yokanime;"
Poputepipikku Kinen;38068;ONA;spring;2018;;5,5;2;"Djidji;leejongki;"
Daitoshokan no Hitsujikai;17827;TV;fall;2014;6;5,5;2;"Djidji;SaberXTohsaka;"
Orenchi no Furo Jijou;24211;TV;fall;2014;;5,5;2;"Djidji;leejongki;"
Persona 3 the Movie 2: Midsummer Knights Dream;21473;Movie;spring;2014;;5,5;2;"DrNock;Yokanime;"
Sword Art Online Alternative: Gun Gale Online - Refrain;37831;Special;spring;2018;;5,5;2;"Djidji;leejongki;"
Wonder Garden;20965;ONA;fall;2013;;5,5;2;"DrNock;leejongki;"
Nobunaga no Shinobi: Nobunaga to Minarai Shinobi;34283;Special;winter;2016;;5,5;2;"DrNock;leejongki;"
Kobayashi-san Chi no OO Dragon;35145;Special;winter;2017;;5,5;6;"leejongki;leejongki;leejongki;Yokanime;Yokanime;Yokanime;"
Tokyo Ghoul:re;36511;TV;spring;2018;;5,5;2;"Djidji;leejongki;"
"Girls &amp; Panzer: Shoukai Shimasu!";16199;Special;fall;2012;;5,5;2;"DrNock;Yokanime;"
Tabi Machi Late Show;32309;TV;winter;2016;;5,5;2;"DrNock;leejongki;"
Inugami-san to Nekoyama-san;22123;TV;spring;2014;;5,4;5;"Djidji;DrNock;leejongki;Yokanime;SaberXTohsaka;"
Guilty Crown;10793;TV;fall;2011;5;5,4;10;"DrNock;DrNock;leejongki;leejongki;Yokanime;Yokanime;Zccdcccc;Zccdcccc;Steins02;Steins02;"
IS: Infinite Stratos;9041;TV;winter;2011;;5,4;5;"Djidji;Yokanime;Steins02;SaberXTohsaka;sazabiron;"
Date A Live: Date to Date;17641;OVA;fall;2013;6;5,4;5;"Djidji;Yokanime;Zccdcccc;Steins02;SaberXTohsaka;"
Date A Live II;19163;TV;spring;2014;6;5,4;5;"Djidji;Yokanime;Zccdcccc;Steins02;SaberXTohsaka;"
Akuma no Riddle;19429;TV;spring;2014;4;5,4;5;"Djidji;Yokanime;Zccdcccc;Steins02;SaberXTohsaka;"
Kuma Miko;31804;TV;spring;2016;;5,333333333;3;"Djidji;DrNock;Zccdcccc;"
To LOVE-Ru OVA;5667;OVA;winter;2010;;5,333333333;6;"Djidji;Djidji;DrNock;DrNock;Zccdcccc;Zccdcccc;"
Mitsudomoe;7627;TV;summer;2010;;5,333333333;3;"Djidji;DrNock;Zccdcccc;"
Chuunibyou demo Koi ga Shitai! Ren Lite;21797;ONA;fall;2013;;5,333333333;3;"Djidji;DrNock;Yokanime;"
22/7;40148;TV;winter;2020;6;5,333333333;3;"Djidji;DrNock;Yokanime;"
Re:␣Hamatora;23421;TV;summer;2014;;5,333333333;3;"Djidji;DrNock;Steins02;"
Kanojo to Kanojo no Neko: Everything Flows;32491;TV;winter;2016;;5,333333333;3;"Djidji;DrNock;leejongki;"
Ore no Nounai Sentakushi ga, Gakuen Love Comedy wo Zenryoku de Jama Shiteiru OVA;20939;OVA;spring;2014;;5,333333333;3;"Djidji;DrNock;SaberXTohsaka;"
Taimadou Gakuen 35 Shiken Shoutai;24133;TV;fall;2015;;5,333333333;3;"Djidji;DrNock;SaberXTohsaka;"
Mahou Shoujo Lyrical Nanoha: Reflection;17947;Movie;summer;2017;;5,333333333;3;"Djidji;DrNock;Yokanime;"
Ladies versus Butlers!;7148;TV;winter;2010;;5,333333333;3;"Djidji;Zccdcccc;SaberXTohsaka;"
Ichiban Ushiro no Daimaou;7088;TV;spring;2010;6;5,333333333;3;"Djidji;Steins02;SaberXTohsaka;"
Sekkou Boys;31540;TV;winter;2016;;5,333333333;3;"Djidji;DrNock;leejongki;"
Pupipo!;21325;TV;winter;2014;;5,333333333;3;"Djidji;DrNock;Steins02;"
Stella no Mahou;32555;TV;fall;2016;;5,333333333;3;"Djidji;DrNock;Yokanime;"
Kimi no Iru Machi: Tasogare Kousaten;11313;OVA;winter;2012;6;5,333333333;3;"leejongki;Yokanime;Steins02;"
Yuusha ni Narenakatta Ore wa Shibushibu Shuushoku wo Ketsui Shimashita.;18677;TV;fall;2013;6;5,333333333;3;"Djidji;Yokanime;Zccdcccc;"
Kino no Tabi: The Beautiful World - The Animated Series;35079;TV;fall;2017;4;5,333333333;3;"Djidji;DrNock;Yokanime;"
Code Geass: Hangyaku no Lelouch - Nunnally in Wonderland;12685;OVA;summer;2012;;5,333333333;3;"Djidji;leejongki;Yokanime;"
Ore no Nounai Sentakushi ga, Gakuen Love Comedy wo Zenryoku de Jama Shiteiru;19221;TV;fall;2013;4;5,333333333;6;"Djidji;DrNock;Zccdcccc;Steins02;SaberXTohsaka;sazabiron;"
Zutto Mae kara Suki deshita.: Kokuhaku Jikkou Iinkai;31245;Movie;spring;2016;;5,333333333;3;"Djidji;DrNock;leejongki;"
Mirai Nikki: Redial;16762;OVA;spring;2013;;5,333333333;3;"DrNock;leejongki;sazabiron;"
Amagi Brilliant Park: Nonbirishiteiru Hima ga Nai!;30206;Special;spring;2015;;5,333333333;3;"DrNock;leejongki;Yokanime;"
Takt Op. Destiny;48556;TV;fall;2021;;5,333333333;3;"Djidji;DrNock;Yokanime;"
Baka to Test to Shoukanjuu: Spinout! Sore ga Bokura no Nichijou;10834;Special;summer;2011;;5,333333333;9;"DrNock;DrNock;DrNock;leejongki;leejongki;leejongki;SaberXTohsaka;SaberXTohsaka;SaberXTohsaka;"
Choujigen Game Neptune The Animation;16157;TV;summer;2013;;5,333333333;3;"DrNock;Yokanime;Zccdcccc;"
High☆Speed! Movie: Free! Starting Days;30415;Movie;fall;2015;;5,333333333;3;"DrNock;leejongki;Yokanime;"
Koufuku Graffiti;24629;TV;winter;2015;;5,333333333;3;"DrNock;leejongki;Yokanime;"
Toaru Hikuushi e no Tsuioku;9000;Movie;fall;2011;8;5,333333333;3;"DrNock;leejongki;Steins02;"
Higurashi no Naku Koro ni Kira;10491;OVA;summer;2011;;5,333333333;3;"DrNock;Yokanime;SaberXTohsaka;"
Yumekui Merry;9331;TV;winter;2011;7;5,333333333;3;"Djidji;DrNock;Steins02;"
Hello World;38816;Movie;summer;2019;;5,333333333;3;"DrNock;leejongki;Yokanime;"
