,title,MAL_id,type,studio,release-season,release-year,realase-date,source-material,episodes
4239,Shinkai no Kantai: Submarine 707,16251,OVA,"J.C.Staff, Toei Animation",winter,1997.0,1997-01-10 00:00:00,Manga,1.0
4240,Rouge: Lady's Comic Video,25623,OVA,          -,winter,1997.0,1997-02-20 00:00:00,-,2.0
4241,Virtua Fighter: Costomize Clip,36937,OVA,Production I.G,winter,1997.0,1997-02-28 00:00:00,Game,1.0
4242,Kougyou Aika Volley Boys,24159,OVA,J.C.Staff,winter,1997.0,1997-03-14 00:00:00,-,2.0
4243,Neon Genesis Evangelion: Death & Rebirth,31,Movie,"Gainax, Production I.G",winter,1997.0,1997-03-15 00:00:00,Original,1.0
4244,Flanders no Inu (Movie),2623,Movie,Nippon Animation,winter,1997.0,1997-03-15 00:00:00,Novel,1.0
4245,Hana yori Dango (Movie),2071,Movie,-,winter,1997.0,1997-03-08 00:00:00,-,1.0
4246,Jigoku Sensei Nube: Gozen 0 Ji Nube Shisu!,8228,Movie,Toei Animation,winter,1997.0,1997-03-08 00:00:00,Manga,1.0
4247,Mahou Gakuen Lunar! Aoi Ryuu no Himitsu,1990,Movie,J.C.Staff,winter,1997.0,1997-03-15 00:00:00,Game,1.0
4248,Gegege no Kitarou: Obake Nighter,8156,Movie,Toei Animation,winter,1997.0,1997-03-08 00:00:00,Manga,1.0
4249,Kikansha Sensei,23085,Movie,          -,winter,1997.0,1997-03-29 00:00:00,Novel,1.0
4250,Dragon Ball GT: Gokuu Gaiden! Yuuki no Akashi wa Suushinchuu,987,Special,Toei Animation,winter,1997.0,1997-03-26 00:00:00,Manga,1.0
4251,Rurouni Kenshin: Review Special,9716,Special,"Gallop, Studio Deen",winter,1997.0,1997-03-26 00:00:00,Manga,1.0
4252,Shin Tenchi Muyou! Specials,8767,Special,          -,winter,1997.0,1997-01-01 00:00:00,-,6.0
4253,Bonobono (TV) Specials,8417,Special,          -,winter,1997.0,1997-01-02 00:00:00,-,9.0
4254,Shoujo Kakumei Utena,440,TV (New),J.C.Staff,spring,1997.0,1997-04-02 18:00:00,Original,39.0
4255,Slayers Try,1172,TV (New),J.C.Staff,spring,1997.0,1997-04-04 18:30:00,Light novel,26.0
4256,Shin Tenchi Muyou!,538,TV (New),AIC,spring,1997.0,1997-04-01 18:00:00,Original,26.0
4257,Kindaichi Shounen no Jikenbo,2076,TV (New),Toei Animation,spring,1997.0,1997-04-07 19:00:00,Manga,148.0
4258,Chuuka Ichiban!,110,TV (New),Nippon Animation,spring,1997.0,1997-04-27 19:30:00,Manga,52.0
4259,Clamp Gakuen Tanteidan,1844,TV (New),Studio Pierrot,spring,1997.0,1997-05-03 00:00:00,Manga,26.0
4260,Hyper Police,1180,TV (New),Studio Pierrot,spring,1997.0,1997-04-03 01:15:00,Manga,25.0
4261,Maze☆Bakunetsu Jikuu (TV),1161,TV (New),J.C.Staff,spring,1997.0,1997-04-03 00:00:00,Manga,25.0
4262,Super Fishing Grander Musashi,2415,TV (New),Nippon Animation,spring,1997.0,1997-04-02 00:00:00,-,25.0
4263,Haunted Junction,646,TV (New),Studio Deen,spring,1997.0,1997-04-02 01:45:00,Manga,12.0
4264,Hakugei Densetsu,1466,TV (New),"Annapuru, Studio Junio",spring,1997.0,1997-04-09 18:30:00,Original,26.0
4265,Hareluya II Boy,4211,TV (New),Triangle Staff,spring,1997.0,1997-04-08 01:15:00,Manga,25.0
4266,Tezuka Osamu no Kyuuyaku Seisho Monogatari: In the Beginning,2282,TV (New),Tezuka Productions,spring,1997.0,1997-04-01 00:00:00,Book,26.0
4267,Kero Kero Chime,2074,TV (New),          -,spring,1997.0,1997-03-06 18:00:00,Manga,30.0
4268,Bamboo Bears,2822,TV (New),Telescreen,spring,1997.0,1997-04-04 00:00:00,-,52.0
4269,Kyuumei Senshi Nanosaver,27393,TV (New),          -,spring,1997.0,1997-04-09 00:00:00,Original,28.0
4270,Dragon Ball GT,225,TV (Continuing),Toei Animation,spring,1997.0,1996-02-07 19:00:00,Manga,64.0
4271,Rurouni Kenshin: Meiji Kenkaku Romantan,45,TV (Continuing),"Gallop, Studio Deen",spring,1997.0,1996-01-10 19:30:00,Manga,94.0
4272,Detective Conan,235,TV (Continuing),TMS Entertainment,spring,1997.0,1996-01-08 18:00:00,Manga,0.0
4273,Crayon Shin-chan,966,TV (Continuing),Shin-Ei Animation,spring,1997.0,1992-04-13 19:30:00,Manga,0.0
4274,Kodomo no Omocha (TV),1486,TV (Continuing),Gallop,spring,1997.0,1996-04-05 18:00:00,Manga,102.0
4275,Hana yori Dango,106,TV (Continuing),Toei Animation,spring,1997.0,1996-09-08 00:00:00,Manga,51.0
4276,Taiho Shichau zo (TV),1372,TV (Continuing),Studio Deen,spring,1997.0,1996-10-05 00:00:00,Manga,47.0
4277,Yuusha-Ou GaoGaiGar,890,TV (Continuing),Sunrise,spring,1997.0,1997-02-01 17:00:00,Original,49.0
4278,Jigoku Sensei Nube,2012,TV (Continuing),Toei Animation,spring,1997.0,1996-04-13 19:00:00,Manga,49.0
4279,Kochira Katsushikaku Kameari Kouenmae Hashutsujo,3545,TV (Continuing),Gallop,spring,1997.0,1996-06-16 19:00:00,Manga,373.0
4280,Cutey Honey F,1853,TV (Continuing),Toei Animation,spring,1997.0,1997-02-15 19:00:00,-,39.0
4281,Sazae-san,2406,TV (Continuing),Eiken,spring,1997.0,1969-10-05 18:30:00,4-koma manga,0.0
4282,Bakusou Kyoudai Let's & Go WGP,2706,TV (Continuing),Xebec,spring,1997.0,1997-01-06 18:00:00,Manga,51.0
4283,Mach GoGoGo (1997),3571,TV (Continuing),Tatsunoko Production,spring,1997.0,1997-01-09 19:00:00,Manga,34.0
4284,Gegege no Kitarou (1996),7619,TV (Continuing),Toei Animation,spring,1997.0,1996-01-07 09:00:00,Manga,114.0
4285,Azuki-chan,1893,TV (Continuing),Madhouse,spring,1997.0,1995-04-04 18:00:00,Manga,117.0
4286,Chouja Raideen,2127,TV (Continuing),Sunrise,spring,1997.0,1996-10-02 00:00:00,-,38.0
4287,YAT Anshin! Uchuu Ryokou,1891,TV (Continuing),"Group TAC, Xebec",spring,1997.0,1996-10-05 18:00:00,Original,50.0
4288,Midori no Makibao,3550,TV (Continuing),Studio Pierrot,spring,1997.0,1996-03-09 06:30:00,Manga,61.0
4289,Kiko-chan Smile,2075,TV (Continuing),"Eiken, Magic Bus",spring,1997.0,1996-10-05 17:00:00,Manga,51.0
4290,Oyako Club,12393,TV (Continuing),Eiken,spring,1997.0,1994-10-03 00:00:00,Original,1818.0
4291,Narara Superboard,32136,TV (Continuing),          -,spring,1997.0,1990-08-21 00:00:00,Manga,54.0
4292,Ijiwaru Baasan (1996),20081,TV (Continuing),Eiken,spring,1997.0,1996-03-19 17:30:00,-,46.0
4293,AIKa,366,OVA,Studio Fantasia,spring,1997.0,1997-04-25 00:00:00,Original,7.0
4294,Fushigi Yuugi: Dai Ni Bu,381,OVA,Studio Pierrot,spring,1997.0,1997-05-25 00:00:00,Manga,6.0
4295,Sakura Tsuushin,818,OVA,Shaft,spring,1997.0,1997-05-21 00:00:00,Manga,12.0
4296,Buttobi!! CPU,458,OVA,OLM,spring,1997.0,1997-04-25 00:00:00,Manga,3.0
4297,Battle Athletess Daiundoukai,1185,OVA,AIC,spring,1997.0,1997-05-25 00:00:00,Original,6.0
4298,Psycho Diver: Mashou Bosatsu,1767,OVA,Madhouse,spring,1997.0,1997-05-21 00:00:00,-,1.0
4299,VS Knight Lamune & 40 Fresh,1411,OVA,Production Reed,spring,1997.0,1997-05-21 00:00:00,Original,6.0
4300,Yakusai Kochou,2384,OVA,-,spring,1997.0,1997-05-21 00:00:00,Manga,1.0
4301,Sprite: Between Two Worlds,1786,OVA,J.C.Staff,spring,1997.0,1997-04-21 00:00:00,-,2.0
4302,JaJa Uma! Quartet,1855,OVA,-,spring,1997.0,1997-05-21 00:00:00,Manga,2.0
4303,Game Tengoku: The Game Paradise!,10852,OVA,Daume,spring,1997.0,1997-06-06 00:00:00,-,1.0
4304,Detective Conan Movie 01: The Timed Skyscraper,779,Movie,TMS Entertainment,spring,1997.0,1997-04-19 00:00:00,Manga,1.0
4305,Eikyuu Kazoku,1106,Movie,Studio 4°C,spring,1997.0,1997-04-01 00:00:00,Original,1.0
4306,Crayon Shin-chan Movie 05: Ankoku Tamatama Daitsuiseki,6460,Movie,          -,spring,1997.0,1997-04-19 00:00:00,Manga,1.0
4307,Hermes: Ai wa Kaze no Gotoku,6937,Movie,          -,spring,1997.0,1997-04-12 00:00:00,Novel,1.0
4308,City Hunter: Goodbye My Sweetheart,1478,Special,-,spring,1997.0,1997-04-25 00:00:00,-,1.0
4309,Ie Naki Ko Remy Specials,10471,Special,Nippon Animation,spring,1997.0,,Novel,3.0
4310,Kindaichi Shounen no Jikenbo: Shinigami Byouin Satsujin Jiken,21701,Special,Toei Animation,spring,1997.0,1997-04-27 00:00:00,Manga,1.0
4311,Rekka no Honoo,238,TV (New),Studio Pierrot,summer,1997.0,1997-07-19 18:30:00,Manga,42.0
4312,Misute♡naide Daisy,1936,TV (New),Studio Deen,summer,1997.0,1997-07-03 01:45:00,Manga,12.0
4313,Hare Tokidoki Buta (TV),2280,TV (New),          -,summer,1997.0,1997-07-03 18:30:00,Picture book,61.0
4314,Ninpen Manmaru,9455,TV (New),Shin-Ei Animation,summer,1997.0,1997-07-05 18:00:00,Manga,30.0
4315,Dragon Ball GT,225,TV (Continuing),Toei Animation,summer,1997.0,1996-02-07 19:00:00,Manga,64.0
4316,Rurouni Kenshin: Meiji Kenkaku Romantan,45,TV (Continuing),"Gallop, Studio Deen",summer,1997.0,1996-01-10 19:30:00,Manga,94.0
4317,Detective Conan,235,TV (Continuing),TMS Entertainment,summer,1997.0,1996-01-08 18:00:00,Manga,0.0
4318,Shoujo Kakumei Utena,440,TV (Continuing),J.C.Staff,summer,1997.0,1997-04-02 18:00:00,Original,39.0
4319,Crayon Shin-chan,966,TV (Continuing),Shin-Ei Animation,summer,1997.0,1992-04-13 19:30:00,Manga,0.0
4320,Kodomo no Omocha (TV),1486,TV (Continuing),Gallop,summer,1997.0,1996-04-05 18:00:00,Manga,102.0
4321,Hana yori Dango,106,TV (Continuing),Toei Animation,summer,1997.0,1996-09-08 00:00:00,Manga,51.0
4322,Slayers Try,1172,TV (Continuing),J.C.Staff,summer,1997.0,1997-04-04 18:30:00,Light novel,26.0
4323,Shin Tenchi Muyou!,538,TV (Continuing),AIC,summer,1997.0,1997-04-01 18:00:00,Original,26.0
4324,Taiho Shichau zo (TV),1372,TV (Continuing),Studio Deen,summer,1997.0,1996-10-05 00:00:00,Manga,47.0
4325,Kindaichi Shounen no Jikenbo,2076,TV (Continuing),Toei Animation,summer,1997.0,1997-04-07 19:00:00,Manga,148.0
4326,Yuusha-Ou GaoGaiGar,890,TV (Continuing),Sunrise,summer,1997.0,1997-02-01 17:00:00,Original,49.0
4327,Chuuka Ichiban!,110,TV (Continuing),Nippon Animation,summer,1997.0,1997-04-27 19:30:00,Manga,52.0
4328,Kochira Katsushikaku Kameari Kouenmae Hashutsujo,3545,TV (Continuing),Gallop,summer,1997.0,1996-06-16 19:00:00,Manga,373.0
4329,Clamp Gakuen Tanteidan,1844,TV (Continuing),Studio Pierrot,summer,1997.0,1997-05-03 00:00:00,Manga,26.0
4330,Hyper Police,1180,TV (Continuing),Studio Pierrot,summer,1997.0,1997-04-03 01:15:00,Manga,25.0
4331,Cutey Honey F,1853,TV (Continuing),Toei Animation,summer,1997.0,1997-02-15 19:00:00,-,39.0
4332,Sazae-san,2406,TV (Continuing),Eiken,summer,1997.0,1969-10-05 18:30:00,4-koma manga,0.0
4333,Maze☆Bakunetsu Jikuu (TV),1161,TV (Continuing),J.C.Staff,summer,1997.0,1997-04-03 00:00:00,Manga,25.0
4334,Bakusou Kyoudai Let's & Go WGP,2706,TV (Continuing),Xebec,summer,1997.0,1997-01-06 18:00:00,Manga,51.0
4335,Super Fishing Grander Musashi,2415,TV (Continuing),Nippon Animation,summer,1997.0,1997-04-02 00:00:00,-,25.0
4336,Hakugei Densetsu,1466,TV (Continuing),"Annapuru, Studio Junio",summer,1997.0,1997-04-09 18:30:00,Original,26.0
4337,Mach GoGoGo (1997),3571,TV (Continuing),Tatsunoko Production,summer,1997.0,1997-01-09 19:00:00,Manga,34.0
4338,Gegege no Kitarou (1996),7619,TV (Continuing),Toei Animation,summer,1997.0,1996-01-07 09:00:00,Manga,114.0
4339,Azuki-chan,1893,TV (Continuing),Madhouse,summer,1997.0,1995-04-04 18:00:00,Manga,117.0
4340,YAT Anshin! Uchuu Ryokou,1891,TV (Continuing),"Group TAC, Xebec",summer,1997.0,1996-10-05 18:00:00,Original,50.0
4341,Hareluya II Boy,4211,TV (Continuing),Triangle Staff,summer,1997.0,1997-04-08 01:15:00,Manga,25.0
4342,Kero Kero Chime,2074,TV (Continuing),          -,summer,1997.0,1997-03-06 18:00:00,Manga,30.0
4343,Kiko-chan Smile,2075,TV (Continuing),"Eiken, Magic Bus",summer,1997.0,1996-10-05 17:00:00,Manga,51.0
4344,Oyako Club,12393,TV (Continuing),Eiken,summer,1997.0,1994-10-03 00:00:00,Original,1818.0
4345,Bamboo Bears,2822,TV (Continuing),Telescreen,summer,1997.0,1997-04-04 00:00:00,-,52.0
4346,Narara Superboard,32136,TV (Continuing),          -,summer,1997.0,1990-08-21 00:00:00,Manga,54.0
4347,Kyuumei Senshi Nanosaver,27393,TV (Continuing),          -,summer,1997.0,1997-04-09 00:00:00,Original,28.0
4348,AIKa,366,OVA,Studio Fantasia,summer,1997.0,1997-04-25 00:00:00,Original,7.0
4349,Rayearth,1954,OVA,TMS Entertainment,summer,1997.0,1997-07-25 00:00:00,Manga,3.0
4350,Battle Athletess Daiundoukai,1185,OVA,AIC,summer,1997.0,1997-05-25 00:00:00,Original,6.0
4351,B'T X Neo,1736,OVA,TMS Entertainment,summer,1997.0,1997-08-21 00:00:00,Manga,14.0
4352,Dennou Sentai Voogie's★Angel,2453,OVA,J.C.Staff,summer,1997.0,1997-07-24 00:00:00,Radio,3.0
4353,Soreyuke! Uchuu Senkan Yamamoto Yohko II,1671,OVA,J.C.Staff,summer,1997.0,1997-08-06 00:00:00,Novel,3.0
4354,Princess Rouge,1644,OVA,J.C.Staff,summer,1997.0,1997-09-25 00:00:00,Original,2.0
4355,Chou Kousoku Gran Doll,1992,OVA,          -,summer,1997.0,1997-08-23 00:00:00,-,3.0
4356,Dragoon,3968,OVA,-,summer,1997.0,1997-07-25 00:00:00,Game,3.0
4357,Chokin Senshi Cashman,6484,OVA,          -,summer,1997.0,1997-07-29 00:00:00,-,1.0
4358,Shin Shounan Bakusouzoku Arakure Knight,16510,OVA,          -,summer,1997.0,1997-09-12 00:00:00,Manga,2.0
4359,Field ni Soyogu Kaze,18443,OVA,          -,summer,1997.0,1997-07-25 00:00:00,-,1.0
4360,Mononoke Hime,164,Movie,Studio Ghibli,summer,1997.0,1997-07-12 00:00:00,Original,1.0
4361,Neon Genesis Evangelion: The End of Evangelion,32,Movie,"Gainax, Production I.G",summer,1997.0,1997-07-19 00:00:00,Original,1.0
4362,Slayers Great,868,Movie,J.C.Staff,summer,1997.0,1997-08-02 00:00:00,Light novel,1.0
4363,Tenchi Muyou! Manatsu no Eve,1101,Movie,AIC,summer,1997.0,1997-08-02 00:00:00,-,1.0
4364,Jungle Taitei Movie (1997),2264,Movie,Tezuka Productions,summer,1997.0,1997-08-01 00:00:00,Manga,1.0
4365,Cutey Honey Flash: The Movie,6496,Movie,Toei Animation,summer,1997.0,1997-07-12 00:00:00,-,1.0
4366,Xiao Qian,315,Movie,Triangle Staff,summer,1997.0,1997-07-31 00:00:00,-,1.0
4367,Jigoku Sensei Nube: Kyoufu no Natsuyasumi!! Ayashi no Umi no Densetsu!,5296,Movie,Toei Animation,summer,1997.0,1997-07-12 00:00:00,-,1.0
4368,Chikyuu ga Ugoita Hi,2915,Movie,Tama Production,summer,1997.0,1997-07-22 00:00:00,Novel,1.0
4369,Bakumatsu no Spasibo,8092,Movie,          -,summer,1997.0,1997-09-20 00:00:00,-,1.0
4370,Bakusou Kyoudai Let's & Go!! WGP Bousou Mini Yonku Daitsuiseki,9858,Movie,          -,summer,1997.0,1997-07-05 00:00:00,Manga,1.0
4371,Gegege no Kitarou: Youkai Tokkyuu! Maboroshi no Kisha,8157,Movie,Toei Animation,summer,1997.0,1997-07-12 00:00:00,-,1.0
4372,Eikou e no Spur: Igaya Chiharu Monogatari,19943,Movie,          -,summer,1997.0,1997-09-13 00:00:00,-,1.0
4373,Nanjung Ilgi,42323,Movie,          -,summer,1997.0,1997-07-19 00:00:00,-,1.0
4374,Rurouni Kenshin Recap,10334,Special,"Gallop, Studio Deen",summer,1997.0,,Manga,1.0
4375,Lupin III: Walther P38,1439,Special,-,summer,1997.0,1997-08-01 00:00:00,-,1.0
4376,Kenpuu Denki Berserk,33,TV (New),OLM,fall,1997.0,1997-10-08 01:45:00,Manga,25.0
4377,Kyuuketsuhime Miyu (TV),690,TV (New),AIC,fall,1997.0,1997-10-06 01:15:00,Manga,26.0
4378,Dr. Slump,3312,TV (New),Toei Animation,fall,1997.0,1997-11-26 19:00:00,Manga,74.0
4379,Elf wo Karu Mono-tachi II,1046,TV (New),Group TAC,fall,1997.0,1997-10-02 01:45:00,Manga,12.0
4380,Battle Athletess Daiundoukai (TV),1186,TV (New),AIC,fall,1997.0,1997-10-03 18:30:00,Original,26.0
4381,Virus: Virus Buster Serge,2364,TV (New),J.C.Staff,fall,1997.0,1997-10-03 01:15:00,Game,12.0
4382,Master Mosquiton '99,1806,TV (New),          -,fall,1997.0,1997-09-30 18:00:00,Manga,26.0
4383,Yume no Crayon Oukoku,4651,TV (New),Toei Animation,fall,1997.0,1997-09-07 08:30:00,Book,70.0
4384,Fortune Quest L,3185,TV (New),-,fall,1997.0,1997-10-18 01:35:00,Novel,26.0
4385,Chou Mashin Eiyuuden Wataru,3432,TV (New),Sunrise,fall,1997.0,1997-10-02 17:00:00,-,51.0
4386,Ganbare Goemon,2885,TV (New),-,fall,1997.0,1997-10-04 17:00:00,Game,23.0
4387,Next Senki Ehrgeiz,4929,TV (New),Studio Deen,fall,1997.0,1997-10-02 01:15:00,Original,12.0
4388,Shinkai Densetsu Meremanoid,15579,TV (New),Triangle Staff,fall,1997.0,1997-10-09 01:10:00,-,24.0
4389,Sakura Momoko Gekijou: Coji-Coji,3869,TV (New),Nippon Animation,fall,1997.0,1997-10-04 17:30:00,-,100.0
4390,Hanitarou Desu.,34831,TV (New),Toei Animation,fall,1997.0,1997-10-06 00:00:00,Manga,70.0
4391,Dragon Ball GT,225,TV (Continuing),Toei Animation,fall,1997.0,1996-02-07 19:00:00,Manga,64.0
4392,Rurouni Kenshin: Meiji Kenkaku Romantan,45,TV (Continuing),"Gallop, Studio Deen",fall,1997.0,1996-01-10 19:30:00,Manga,94.0
4393,Detective Conan,235,TV (Continuing),TMS Entertainment,fall,1997.0,1996-01-08 18:00:00,Manga,0.0
4394,Shoujo Kakumei Utena,440,TV (Continuing),J.C.Staff,fall,1997.0,1997-04-02 18:00:00,Original,39.0
4395,Crayon Shin-chan,966,TV (Continuing),Shin-Ei Animation,fall,1997.0,1992-04-13 19:30:00,Manga,0.0
4396,Rekka no Honoo,238,TV (Continuing),Studio Pierrot,fall,1997.0,1997-07-19 18:30:00,Manga,42.0
4397,Kodomo no Omocha (TV),1486,TV (Continuing),Gallop,fall,1997.0,1996-04-05 18:00:00,Manga,102.0
4398,Kindaichi Shounen no Jikenbo,2076,TV (Continuing),Toei Animation,fall,1997.0,1997-04-07 19:00:00,Manga,148.0
4399,Yuusha-Ou GaoGaiGar,890,TV (Continuing),Sunrise,fall,1997.0,1997-02-01 17:00:00,Original,49.0
4400,Chuuka Ichiban!,110,TV (Continuing),Nippon Animation,fall,1997.0,1997-04-27 19:30:00,Manga,52.0
4401,Kochira Katsushikaku Kameari Kouenmae Hashutsujo,3545,TV (Continuing),Gallop,fall,1997.0,1996-06-16 19:00:00,Manga,373.0
4402,Cutey Honey F,1853,TV (Continuing),Toei Animation,fall,1997.0,1997-02-15 19:00:00,-,39.0
4403,Sazae-san,2406,TV (Continuing),Eiken,fall,1997.0,1969-10-05 18:30:00,4-koma manga,0.0
4404,Bakusou Kyoudai Let's & Go WGP,2706,TV (Continuing),Xebec,fall,1997.0,1997-01-06 18:00:00,Manga,51.0
4405,Hakugei Densetsu,1466,TV (Continuing),"Annapuru, Studio Junio",fall,1997.0,1997-04-09 18:30:00,Original,26.0
4406,Gegege no Kitarou (1996),7619,TV (Continuing),Toei Animation,fall,1997.0,1996-01-07 09:00:00,Manga,114.0
4407,Azuki-chan,1893,TV (Continuing),Madhouse,fall,1997.0,1995-04-04 18:00:00,Manga,117.0
4408,Hare Tokidoki Buta (TV),2280,TV (Continuing),          -,fall,1997.0,1997-07-03 18:30:00,Picture book,61.0
4409,Oyako Club,12393,TV (Continuing),Eiken,fall,1997.0,1994-10-03 00:00:00,Original,1818.0
4410,Bamboo Bears,2822,TV (Continuing),Telescreen,fall,1997.0,1997-04-04 00:00:00,-,52.0
4411,Ninpen Manmaru,9455,TV (Continuing),Shin-Ei Animation,fall,1997.0,1997-07-05 18:00:00,Manga,30.0
4412,Narara Superboard,32136,TV (Continuing),          -,fall,1997.0,1990-08-21 00:00:00,Manga,54.0
4413,Kyuumei Senshi Nanosaver,27393,TV (Continuing),          -,fall,1997.0,1997-04-09 00:00:00,Original,28.0
4414,Mobile Suit Gundam: The 08th MS Team,81,OVA,Sunrise,fall,1997.0,1996-01-25 00:00:00,Original,12.0
4415,Photon,1944,OVA,AIC,fall,1997.0,1997-11-21 00:00:00,Original,6.0
4416,Macross Dynamite 7,1398,OVA,Production Reed,fall,1997.0,1997-12-18 00:00:00,Original,4.0
4417,Saber Marionette J Again,1191,OVA,Hal Film Maker,fall,1997.0,1997-11-25 00:00:00,Novel,6.0
4418,Baby☆Love,722,OVA,          -,fall,1997.0,1997-11-01 00:00:00,Manga,1.0
4419,Battle Athletess Daiundoukai,1185,OVA,AIC,fall,1997.0,1997-05-25 00:00:00,Original,6.0
4420,Sakura Taisen: Ouka Kenran,1165,OVA,Radix,fall,1997.0,1997-12-18 00:00:00,Game,4.0
4421,Yakumotatsu,1026,OVA,Studio Pierrot,fall,1997.0,1997-10-25 00:00:00,Manga,2.0
4422,Elf-ban Kakyuusei: Anata dake wo Mitsumete...,661,OVA,          -,fall,1997.0,1997-11-24 00:00:00,Visual novel,4.0
4423,Detatoko Princess,2693,OVA,J.C.Staff,fall,1997.0,1997-12-01 00:00:00,Manga,3.0
4424,Kigyou Senshi Yamazaki: Long Distance Call,5928,OVA,Ripple Film,fall,1997.0,1997-10-25 00:00:00,Manga,1.0
4425,Yuusha Shirei Dagwon: Suishou no Hitomi no Shounen,5396,OVA,Sunrise,fall,1997.0,1997-10-22 00:00:00,-,2.0
4426,Rurouni Kenshin: Meiji Kenkaku Romantan - Ishinshishi e no Chinkonka,46,Movie,Gallop,fall,1997.0,1997-12-20 00:00:00,Manga,1.0
4427,Onkyo Seimeitai Noiseman,1978,Movie,Studio 4°C,fall,1997.0,1997-11-22 00:00:00,Original,1.0
4428,Gondora,23877,Movie,Studio 4°C,fall,1997.0,1997-12-05 00:00:00,Original,1.0
4429,Rurouni Kenshin: Special Techniques,4664,Special,"Gallop, Studio Deen",fall,1997.0,1997-10-21 00:00:00,Manga,1.0
4430,Last Orders,21663,Special,Production I.G,fall,1997.0,,Original,1.0
4431,Seihou Bukyou Outlaw Star,400,TV (New),Sunrise,winter,1998.0,1998-01-09 01:15:00,Manga,24.0
4432,Silent Möbius,1517,TV (New),Radix,winter,1998.0,1998-01-29 18:00:00,Manga,26.0
4433,Sexy Commando Gaiden: Sugoi yo!! Masaru-san,582,TV (New),Magic Bus,winter,1998.0,1998-01-05 00:00:00,Manga,48.0
4434,El Hazard: The Alternative World,115,TV (New),AIC,winter,1998.0,1998-01-08 01:15:00,Original,13.0
4435,Burn Up Excess,370,TV (New),Magic Bus,winter,1998.0,1997-12-12 00:00:00,Original,13.0
4436,Bannou Bunka Neko-Musume (1998),375,TV (New),Production Reed,winter,1998.0,1998-01-07 18:00:00,Original,12.0
4437,Bakusou Kyoudai Let's & Go MAX,2709,TV (New),Xebec,winter,1998.0,1998-01-05 18:00:00,Manga,51.0
4438,Bomberman B-Daman Bakugaiden,1672,TV (New),Madhouse,winter,1998.0,1998-02-07 17:00:00,Game,48.0
4439,AWOL,12951,TV (New),Studio Deen,winter,1998.0,1998-01-07 01:45:00,Original,12.0
4440,Gakkyuu Ou Yamazaki,5375,TV (New),Magic Bus,winter,1998.0,1997-12-23 18:30:00,Manga,53.0
4441,Nogsaegjeoncha Hamos,9106,TV (New),          -,winter,1998.0,1997-12-12 00:00:00,Manga,26.0
4442,Haruniwa Ie no 3 Nin-me,34841,TV (New),Toei Animation,winter,1998.0,1998-01-23 00:00:00,Manga,45.0
4443,Kenpuu Denki Berserk,33,TV (Continuing),OLM,winter,1998.0,1997-10-08 01:45:00,Manga,25.0
4444,Rurouni Kenshin: Meiji Kenkaku Romantan,45,TV (Continuing),"Gallop, Studio Deen",winter,1998.0,1996-01-10 19:30:00,Manga,94.0
4445,Detective Conan,235,TV (Continuing),TMS Entertainment,winter,1998.0,1996-01-08 18:00:00,Manga,0.0
4446,Crayon Shin-chan,966,TV (Continuing),Shin-Ei Animation,winter,1998.0,1992-04-13 19:30:00,Manga,0.0
4447,Rekka no Honoo,238,TV (Continuing),Studio Pierrot,winter,1998.0,1997-07-19 18:30:00,Manga,42.0
4448,Kodomo no Omocha (TV),1486,TV (Continuing),Gallop,winter,1998.0,1996-04-05 18:00:00,Manga,102.0
4449,Kyuuketsuhime Miyu (TV),690,TV (Continuing),AIC,winter,1998.0,1997-10-06 01:15:00,Manga,26.0
4450,Kindaichi Shounen no Jikenbo,2076,TV (Continuing),Toei Animation,winter,1998.0,1997-04-07 19:00:00,Manga,148.0
4451,Chuuka Ichiban!,110,TV (Continuing),Nippon Animation,winter,1998.0,1997-04-27 19:30:00,Manga,52.0
4452,Dr. Slump,3312,TV (Continuing),Toei Animation,winter,1998.0,1997-11-26 19:00:00,Manga,74.0
4453,Kochira Katsushikaku Kameari Kouenmae Hashutsujo,3545,TV (Continuing),Gallop,winter,1998.0,1996-06-16 19:00:00,Manga,373.0
4454,Battle Athletess Daiundoukai (TV),1186,TV (Continuing),AIC,winter,1998.0,1997-10-03 18:30:00,Original,26.0
4455,Sazae-san,2406,TV (Continuing),Eiken,winter,1998.0,1969-10-05 18:30:00,4-koma manga,0.0
4456,Master Mosquiton '99,1806,TV (Continuing),          -,winter,1998.0,1997-09-30 18:00:00,Manga,26.0
4457,Hakugei Densetsu,1466,TV (Continuing),"Annapuru, Studio Junio",winter,1998.0,1997-04-09 18:30:00,Original,26.0
4458,Yume no Crayon Oukoku,4651,TV (Continuing),Toei Animation,winter,1998.0,1997-09-07 08:30:00,Book,70.0
4459,Gegege no Kitarou (1996),7619,TV (Continuing),Toei Animation,winter,1998.0,1996-01-07 09:00:00,Manga,114.0
